RMM Index only for strong MJOs (amplitude>1)
Year,Mon,Day,PC1,PC2,Phase,Amplitude
1997,6,16,-1.39293,-1.4403501,2,2.00371
1997,6,26,-0.21031,-2.15558,2,2.16582
1997,6,27,-0.10601,-2.2210801,2,2.22361
1997,6,28,-0.063038297,-2.3703899,2,2.37122
1997,6,29,0.0618974008,-2.6432199,3,2.64395
1997,6,30,0.293037,-2.51548,3,2.53249
1997,7,1,0.36499101,-2.66873,3,2.69357
1997,7,2,0.76711798,-2.5592899,3,2.67179
1997,7,3,0.87300998,-2.41521,3,2.56814
1997,7,4,1.13736,-2.2751701,3,2.54362
1997,7,5,1.1317199,-2.0007901,3,2.29869
1997,7,6,1.13222,-1.9215,3,2.23027
1998,5,9,1.58448,-1.6505001,3,2.28795
1998,5,10,1.84796,-1.72671,4,2.52913
1998,5,11,1.9753799,-1.68568,4,2.59685
1998,5,12,2.1510999,-1.5954,4,2.67816
1998,5,13,2.6435001,-1.46108,4,3.02041
1998,5,14,3.1550701,-1.17439,4,3.36654
1998,5,15,3.5320001,-0.71428001,4,3.60350
1998,5,16,3.3146501,0.137326,5,3.31749
1998,5,17,3.10114,0.53342801,5,3.14668
1998,5,18,3.12638,1.1478,5,3.33042
1998,5,19,2.53667,1.43843,5,2.91612
1998,5,20,2.43892,1.32244,5,2.77438
1998,5,21,2.4788699,1.2922699,5,2.79549
1998,5,22,2.10114,1.40597,5,2.52815
1998,5,23,1.77156,1.37308,5,2.24138
1998,9,5,-1.98761,0.64839399,8,2.09070
1998,9,8,-2.0007999,0.169743,8,2.00799
1998,9,29,2.18084,0.046856001,5,2.18134
1998,9,30,2.34584,0.0247968994,5,2.34597
1998,10,1,2.5854399,0.0365350991,5,2.58570
1998,10,2,2.6332901,0.0249147993,5,2.63341
1998,10,3,2.5732601,0.18948101,5,2.58022
1998,10,4,2.29778,0.262582,5,2.31274
1998,10,5,1.95846,0.63061202,5,2.05748
1998,10,6,1.86519,0.93339097,5,2.08570
1998,11,14,1.94488,1.22774,5,2.29997
1998,11,15,1.7594,1.5224299,5,2.32665
1998,11,16,1.5307699,1.74321,6,2.31993
1998,11,17,1.09058,1.82497,6,2.12600
1998,11,18,0.89071399,2.0142801,6,2.20243
1998,11,19,0.96541899,2.1867199,6,2.39035
1998,11,20,1.10777,2.22369,6,2.48434
1998,11,21,0.89570701,2.0671101,6,2.25282
1999,1,14,-2.0022199,-0.41850999,1,2.04549
1999,1,16,-1.8214,-1.0570199,1,2.10589
1999,1,21,0.94521701,-1.82903,3,2.05883
1999,2,15,-1.2301,2.0293601,7,2.37306
1999,2,16,-1.89271,1.8023601,8,2.61359
1999,2,17,-2.3106799,1.78895,8,2.92225
1999,2,18,-2.4491301,1.96278,8,3.13859
1999,2,19,-2.3549399,1.85488,8,2.99773
1999,2,20,-2.08566,1.41839,8,2.52226
1999,2,21,-1.95533,0.85141802,8,2.13266
1999,3,17,0.177652,-2.0831299,3,2.09069
1999,3,18,0.24808,-2.1709099,3,2.18504
1999,3,21,1.50246,-1.58126,3,2.18123
1999,3,22,1.4357001,-1.80433,3,2.30583
1999,5,1,-1.90991,1.04401,8,2.17663
1999,5,8,-1.9890701,-0.32146999,1,2.01488
1999,5,9,-2.0639601,-0.16416,1,2.07047
1999,6,26,-2.0876,0.0748924017,8,2.08894
1999,6,27,-2.08729,0.0952401981,8,2.08946
1999,6,28,-2.0088301,-0.00383199006,1,2.00884
1999,9,25,-1.68033,-1.37493,1,2.17116
1999,9,26,-1.81215,-1.4691499,1,2.33287
1999,9,27,-1.9670399,-1.57278,1,2.51851
1999,9,28,-1.74295,-1.7451,2,2.46643
1999,9,29,-1.45783,-2.00402,2,2.47818
1999,9,30,-1.4222,-1.9388,2,2.40450
1999,11,3,2.0671101,0.777722,5,2.20857
1999,11,4,2.06387,0.994901,5,2.29115
1999,11,5,1.69732,1.36167,5,2.17601
1999,11,6,1.37349,1.78368,6,2.25122
1999,11,7,1.32494,2.06039,6,2.44962
1999,11,8,0.997244,2.31989,6,2.52515
1999,11,9,0.52599901,2.20632,6,2.26815
2000,7,7,1.79861,1.69115,5,2.46880
2000,7,8,1.719,1.74278,6,2.44791
2000,7,9,1.75569,1.66667,5,2.42079
2000,7,10,1.22157,1.63228,6,2.03877
2000,7,30,-2.20101,-0.41934001,1,2.24060
2000,7,31,-2.05006,-0.47031999,1,2.10332
2000,8,20,2.4144199,0.56261802,5,2.47910
2000,8,21,2.3789699,0.75640601,5,2.49633
2000,8,22,2.1707599,1.22504,5,2.49258
2000,8,23,2.1273,1.2861201,5,2.48586
2000,8,24,2.1229999,1.47913,5,2.58746
2000,8,25,1.82331,1.56638,5,2.40375
2000,8,26,1.39586,2.0006199,6,2.43945
2000,8,27,0.97134,1.93699,6,2.16690
2000,8,28,0.72809201,2.0321701,6,2.15867
2000,8,29,0.38493499,1.9687999,6,2.00608
2000,11,16,-0.0432141013,-2.07709,2,2.07754
2000,11,17,0.22682799,-2.1396501,3,2.15164
2000,11,18,0.527987,-2.2239201,3,2.28573
2000,11,19,0.842529,-1.96559,3,2.13855
2000,11,20,1.12833,-1.85028,3,2.16718
2000,11,21,1.12406,-1.89439,3,2.20278
2000,11,22,1.2234,-1.69111,3,2.08724
2000,11,23,1.59229,-1.25721,4,2.02878
2000,11,24,1.84644,-0.89708,4,2.05282
2001,1,20,-0.98861998,-2.1407299,2,2.35799
2001,1,21,-0.47911,-2.4531,2,2.49944
2001,1,22,-0.12884,-2.7440901,2,2.74711
2001,1,23,0.35650599,-2.8046401,3,2.82721
2001,1,24,0.67308497,-2.37694,3,2.47040
2001,1,25,0.83743298,-2.1762099,3,2.33177
2001,1,26,0.87496001,-2.5290201,3,2.67610
2001,1,27,0.85511601,-2.3048401,3,2.45835
2001,1,28,0.97572702,-2.34214,3,2.53726
2001,1,29,0.82595497,-2.2931001,3,2.43732
2001,1,30,0.79951298,-1.85777,3,2.02251
2001,2,3,1.30839,-1.57673,3,2.04890
2001,2,4,1.5537699,-1.59763,3,2.22860
2001,2,5,1.98131,-1.29019,4,2.36436
2001,2,6,2.0304301,-1.00073,4,2.26365
2001,2,9,2.0462201,0.22635099,5,2.05870
2001,2,10,2.12444,0.61541998,5,2.21178
2001,2,11,2.0329199,0.98836201,5,2.26044
2001,2,12,1.90864,1.48799,5,2.42012
2001,2,13,2.0083499,1.72948,5,2.65039
2001,2,14,1.64086,2.01683,6,2.60001
2001,2,15,1.08549,2.2249601,6,2.47563
2001,2,16,0.48750001,2.36849,6,2.41814
2001,2,17,0.388877,2.41203,6,2.44318
2001,2,18,0.62234801,2.50632,6,2.58243
2001,2,19,0.88390499,2.30144,6,2.46534
2001,2,20,0.73983699,2.1810801,6,2.30314
2001,2,21,0.77332699,2.3257501,6,2.45095
2001,2,22,0.44600999,2.4219201,6,2.46264
2001,2,23,0.335592,2.5569301,6,2.57885
2001,2,24,0.19832601,2.46854,6,2.47650
2001,2,25,-0.17211001,2.49933,7,2.50525
2001,2,26,-0.63937998,2.51561,7,2.59559
2001,2,27,-0.99931002,2.36233,7,2.56500
2001,2,28,-1.24909,1.9861701,7,2.34630
2001,3,1,-1.47984,1.65052,7,2.21679
2001,5,19,-1.74684,1.26477,8,2.15664
2001,5,20,-1.95614,1.30663,8,2.35240
2001,5,21,-2.0573399,1.37193,8,2.47281
2001,5,22,-2.0683,1.13001,8,2.35686
2001,5,23,-2.0724499,0.95799601,8,2.28315
2001,6,2,-1.36115,-1.50937,2,2.03247
2001,7,2,0.64038599,1.95735,6,2.05944
2001,7,3,0.35501301,2.1301701,6,2.15955
2001,7,4,-0.24617,2.00651,7,2.02155
2001,8,14,1.8112299,1.08953,5,2.11368
2001,8,15,1.54939,1.42942,5,2.10805
2001,8,16,1.28229,1.65346,6,2.09242
2001,8,17,1.1604199,1.68156,6,2.04309
2001,8,18,0.66014302,2.0418701,6,2.14593
2001,12,6,1.73436,1.09083,5,2.04888
2001,12,10,0.96962398,1.96216,6,2.18866
2001,12,11,0.53310901,2.2253001,6,2.28827
2001,12,19,-1.31252,1.61691,7,2.08257
2001,12,27,-1.38495,1.66176,7,2.16322
2001,12,28,-1.33354,1.54834,7,2.04345
2002,1,15,-0.81199002,-1.8413399,2,2.01243
2002,1,18,-0.22596,-2.02916,2,2.04170
2002,1,19,-0.38981,-2.277,2,2.31012
2002,1,20,-0.19295,-2.5518,2,2.55908
2002,1,21,0.298309,-2.7488699,3,2.76501
2002,1,22,0.55151802,-2.8461299,3,2.89907
2002,1,23,0.735376,-2.81668,3,2.91109
2002,1,24,1.1566499,-2.5266399,3,2.77880
2002,1,25,1.6408499,-2.0337901,3,2.61318
2002,1,26,1.69032,-1.2206,4,2.08496
2002,1,27,1.8727601,-0.70543998,4,2.00121
2002,3,19,-0.46546999,-1.95876,2,2.01330
2002,3,23,1.10289,-1.83838,3,2.14383
2002,5,2,0.58132499,-2.11762,3,2.19596
2002,5,3,0.55660802,-2.01952,3,2.09482
2002,5,5,1.17155,-1.65263,3,2.02577
2002,5,6,1.35614,-1.68813,3,2.16538
2002,5,7,1.75251,-1.48914,4,2.29975
2002,5,8,1.81455,-0.86298001,4,2.00931
2002,5,9,2.21087,-0.22911,4,2.22271
2002,5,10,2.66345,0.25833601,5,2.67595
2002,5,11,2.4547901,0.52721202,5,2.51077
2002,5,12,2.1870999,0.62433398,5,2.27446
2002,5,13,1.99049,1.17932,5,2.31362
2002,5,14,1.37481,2.09935,6,2.50945
2002,5,15,0.79099,2.4936399,6,2.61609
2002,5,16,0.58262002,2.5344801,6,2.60058
2002,5,17,-0.11414,2.69277,7,2.69518
2002,5,18,-0.90727001,2.8501201,7,2.99104
2002,5,19,-1.26072,2.4878199,7,2.78903
2002,5,20,-1.50574,2.11445,7,2.59580
2002,5,21,-1.8863,2.0497899,7,2.78564
2002,5,22,-2.12815,2.0046501,8,2.92363
2002,5,23,-2.2111101,1.71244,8,2.79669
2002,5,24,-2.1932001,1.5123301,8,2.66407
2002,5,25,-2.1809599,1.2591701,8,2.51836
2002,5,26,-2.23177,1.242,8,2.55409
2002,5,27,-2.2525001,1.06489,8,2.49154
2002,5,28,-2.1948099,0.80535799,8,2.33790
2002,5,29,-2.20943,0.67501903,8,2.31024
2002,5,30,-2.0311401,0.54944098,8,2.10414
2002,6,9,-0.84195,-2.1437099,2,2.30313
2002,6,10,-0.55282003,-2.25372,2,2.32053
2002,6,11,-0.62945002,-2.3213301,2,2.40516
2002,6,12,-0.34107,-2.09497,2,2.12255
2002,6,13,0.25050899,-1.99625,3,2.01191
2002,6,15,1.19165,-1.6574301,3,2.04135
2002,6,18,1.97122,-0.54192001,4,2.04436
2002,6,29,0.55773997,2.05071,6,2.12520
2002,6,30,0.70758802,2.20924,6,2.31979
2002,7,1,0.65503901,2.3524899,6,2.44199
2002,7,2,0.55985302,2.6380401,6,2.69679
2002,7,3,0.32738799,2.7156999,6,2.73536
2002,7,4,0.0542800017,2.78913,6,2.78965
2002,7,5,0.0472656004,2.8930199,6,2.89341
2002,7,6,-0.0893698037,2.92485,7,2.92622
2002,7,7,-0.10922,2.7056201,7,2.70783
2002,7,8,-0.51196003,2.4642501,7,2.51687
2002,7,9,-0.71934003,2.0639999,7,2.18576
2002,7,10,-0.69041002,1.88037,7,2.00311
2002,7,13,-1.32777,1.67346,7,2.13622
2002,7,14,-1.62747,1.31643,8,2.09324
2002,7,15,-1.71009,1.22558,8,2.10392
2002,7,16,-1.86508,1.09346,8,2.16198
2002,7,17,-1.96426,0.798204,8,2.12024
2002,8,13,1.86317,0.87275398,5,2.05745
2002,8,14,1.90554,1.32639,5,2.32173
2002,8,15,1.4107,1.44732,6,2.02109
2002,11,3,-1.09329,-1.87192,2,2.16780
2002,11,4,-0.88183999,-2.17116,2,2.34341
2002,11,5,-0.48241001,-2.2139699,2,2.26591
2002,11,6,-0.0513379984,-2.11765,2,2.11827
2002,11,8,0.49277401,-2.0011001,3,2.06088
2002,11,9,0.52003199,-1.98461,3,2.05161
2002,11,10,0.60468602,-1.91319,3,2.00648
2002,11,11,0.52983898,-1.9562,3,2.02668
2002,11,12,0.63007402,-2.1486399,3,2.23912
2002,11,13,0.72670901,-2.0759301,3,2.19945
2002,11,14,0.85487902,-1.91642,3,2.09844
2002,11,15,0.91334999,-1.9306099,3,2.13576
2002,11,16,0.99914199,-2.05302,3,2.28324
2002,11,17,1.11408,-2.08373,3,2.36286
2002,11,18,1.47912,-2.12835,3,2.59184
2002,11,19,1.85212,-1.59784,4,2.44611
2002,11,20,2.1222501,-1.22563,4,2.45074
2002,11,21,2.2839899,-1.15406,4,2.55900
2002,11,22,2.4112301,-0.56410003,4,2.47633
2002,11,23,2.44805,-0.0824086964,4,2.44944
2002,11,24,2.4597499,0.50753403,5,2.51157
2002,11,25,2.0616801,0.91485101,5,2.25554
2002,11,26,1.86034,1.24941,5,2.24096
2002,11,27,1.4937299,1.66679,6,2.23817
2002,11,28,1.08719,1.92364,6,2.20961
2002,11,29,1.12481,2.11079,6,2.39179
2002,11,30,1.01757,2.1652501,6,2.39244
2002,12,1,0.72954297,2.0462201,6,2.17238
2002,12,16,-1.6897,-1.16582,1,2.05286
2002,12,17,-1.74738,-1.32594,1,2.19350
2002,12,18,-1.43775,-1.4773099,2,2.06145
2002,12,19,-1.35269,-1.5553,2,2.06124
2002,12,20,-1.03378,-1.7203,2,2.00702
2002,12,22,-0.18551999,-2.1559601,2,2.16393
2002,12,23,0.29414901,-2.52372,3,2.54081
2002,12,24,0.65370798,-2.8378699,3,2.91219
2002,12,25,1.02218,-2.6879699,3,2.87577
2002,12,26,1.4652801,-2.3224001,3,2.74601
2002,12,27,1.64612,-1.86736,3,2.48933
2002,12,28,1.8736,-1.40657,4,2.34282
2002,12,29,1.86075,-1.12502,4,2.17441
2003,3,16,-2.2473221,-0.31561375,1,2.26938
2003,3,17,-2.269341,-0.53377903,1,2.33127
2003,3,18,-1.9835916,-1.0102006,1,2.22601
2003,4,30,-0.20781909,-2.0348244,2,2.04541
2003,5,11,1.8681345,-0.82593298,4,2.04257
2003,5,12,2.1852419,-0.26872379,4,2.20170
2003,5,13,2.4422321,0.61520505,5,2.51853
2003,5,14,2.5115449,1.4114923,5,2.88100
2003,5,15,2.2805219,1.8891119,5,2.96134
2003,5,16,2.0678332,2.3236208,6,3.11049
2003,5,17,1.5937568,2.3250933,6,2.81889
2003,5,18,0.92940599,2.2714906,6,2.45427
2003,5,19,0.41084242,2.4894845,6,2.52316
2003,5,20,-0.11018661,2.671629,7,2.67390
2003,5,21,-0.45129091,3.1405721,7,3.17283
2003,5,22,-0.42391014,3.4034739,7,3.42977
2003,5,23,-0.43012664,3.237977,7,3.26642
2003,5,24,-0.64501345,2.8687301,7,2.94035
2003,5,25,-1.2303197,2.6770406,7,2.94622
2003,5,26,-1.6573131,2.5155265,7,3.01240
2003,5,27,-1.4579105,2.259866,7,2.68933
2003,5,28,-1.2044753,1.8582752,7,2.21449
2003,6,4,-2.006078,0.62283128,8,2.10054
2003,6,9,-2.031868,0.12173835,8,2.03551
2003,6,10,-2.0049133,-0.19460543,1,2.01434
2003,6,17,-1.9585326,-0.82998204,1,2.12714
2003,6,18,-1.8394314,-0.87337738,1,2.03625
2003,12,11,0.86057019,-1.8498296,3,2.04021
2003,12,12,0.93255275,-1.7852212,3,2.01412
2003,12,16,2.1042836,-0.35356021,4,2.13378
2003,12,17,2.1027539,0.0591326281,5,2.10358
2003,12,18,2.0878448,0.39450592,5,2.12479
2003,12,19,2.0719182,0.27896634,5,2.09061
2003,12,20,2.0869021,0.24612814,5,2.10137
2003,12,22,1.883671,1.0878432,5,2.17523
2003,12,23,1.4850316,1.6886812,6,2.24877
2003,12,24,0.83791041,2.0032616,6,2.17144
2003,12,25,0.43109217,2.3318715,6,2.37138
2003,12,26,0.17973059,2.5065892,6,2.51302
2003,12,27,-0.0738294944,2.3855147,7,2.38666
2003,12,28,-0.17606807,2.2130389,7,2.22003
2003,12,29,-0.32913965,2.0198793,7,2.04652
2004,1,5,-0.44488767,1.9643859,7,2.01413
2004,1,6,-0.72278553,2.0472772,7,2.17112
2004,1,7,-0.9729926,2.1607037,7,2.36967
2004,1,8,-1.5634757,2.1174648,7,2.63213
2004,1,9,-1.8466522,2.1740518,7,2.85248
2004,1,10,-2.0742567,2.0125532,8,2.89014
2004,1,11,-2.2755904,1.8041416,8,2.90400
2004,1,12,-2.4184036,1.4824955,8,2.83663
2004,1,13,-2.1927779,0.97151405,8,2.39836
2004,1,14,-2.0826201,0.48295504,8,2.13788
2004,1,15,-2.1559184,0.22592734,8,2.16772
2004,1,16,-2.2853084,0.0229243487,8,2.28542
2004,1,17,-2.1924922,-0.20477816,1,2.20203
2004,1,20,-2.0111258,-0.89510226,1,2.20133
2004,1,21,-1.8653659,-1.3611691,1,2.30919
2004,1,22,-1.4816564,-1.6881009,2,2.24611
2004,1,23,-0.823524,-1.8531324,2,2.02788
2004,1,24,-0.53253287,-1.9820211,2,2.05232
2004,1,25,-0.44117647,-2.1102872,2,2.15591
2004,1,26,-0.31333956,-2.4333463,2,2.45344
2004,1,27,0.10975487,-2.4415057,3,2.44397
2004,1,28,0.4778941,-2.1792953,3,2.23108
2004,1,29,0.86701459,-2.0232341,3,2.20118
2004,1,30,1.4083787,-2.0605779,3,2.49590
2004,1,31,1.5556675,-1.8212023,3,2.39518
2004,2,1,1.8093473,-1.6278226,4,2.43383
2004,2,2,1.9203335,-1.2041571,4,2.26664
2004,2,3,2.1852965,-1.0253658,4,2.41390
2004,2,4,2.3607125,-0.99977005,4,2.56369
2004,2,5,2.3583443,-0.81703264,4,2.49586
2004,2,6,2.3273699,-0.51330477,4,2.38330
2004,2,7,2.4512825,-0.0118034137,4,2.45131
2004,2,8,2.4745274,0.17597958,5,2.48078
2004,2,9,2.1035092,0.15502386,5,2.10921
2004,3,12,2.0271444,-0.67194301,4,2.13561
2004,3,13,2.2261615,-0.50261313,4,2.28220
2004,3,14,2.2857621,-0.54071921,4,2.34885
2004,3,15,2.3144119,-0.16185185,4,2.32006
2004,3,16,2.1563926,0.48816743,5,2.21096
2004,3,17,2.4294009,1.0505373,5,2.64681
2004,3,18,2.3893659,1.4487622,5,2.79428
2004,3,19,2.2037234,1.7952442,5,2.84241
2004,3,20,2.0871761,2.0592237,5,2.93201
2004,3,21,1.8578463,2.1988072,6,2.87860
2004,3,22,1.4694654,2.3823538,6,2.79910
2004,3,23,1.1393313,2.8611782,6,3.07968
2004,3,24,0.55273163,2.9622266,6,3.01335
2004,3,25,0.0508240163,2.8653705,6,2.86582
2004,3,26,-0.67980373,2.5339382,7,2.62354
2004,3,27,-1.2586703,2.2740965,7,2.59919
2004,3,28,-1.5546955,1.9515225,7,2.49510
2004,3,29,-1.7915105,1.3869354,8,2.26563
2004,3,30,-2.0324705,1.1641418,8,2.34226
2004,3,31,-2.020968,0.68426692,8,2.13367
2004,4,29,0.86043757,-1.8592207,3,2.04867
2004,4,30,1.0334295,-2.0028877,3,2.25378
2004,5,1,0.99547565,-2.0195796,3,2.25159
2004,5,2,0.94831568,-1.9948931,3,2.20882
2004,5,3,1.0420604,-2.0078998,3,2.26220
2004,5,4,0.90782553,-2.1971545,3,2.37732
2004,5,5,1.054889,-2.2756989,3,2.50831
2004,5,6,1.2365723,-1.7557085,3,2.14747
2004,5,7,1.7183232,-1.2189462,4,2.10677
2004,6,27,-0.63419789,1.9512538,7,2.05173
2004,6,28,-0.66206199,2.2181301,7,2.31483
2004,6,29,-0.92068779,2.1111979,7,2.30322
2004,7,3,-2.1356263,0.22937386,8,2.14791
2004,7,4,-2.2047267,0.000458833238,8,2.20473
2004,7,5,-2.5793962,0.0377928503,8,2.57967
2004,7,6,-2.6911852,-0.248905,1,2.70267
2004,7,7,-2.7427311,-0.67658824,1,2.82495
2004,7,8,-2.5690322,-0.71254414,1,2.66602
2004,7,9,-2.443682,-0.65035617,1,2.52874
2004,7,10,-2.4010959,-0.74999487,1,2.51550
2004,7,11,-2.1288445,-0.84170789,1,2.28920
2004,7,12,-1.9541467,-0.89868271,1,2.15089
2004,7,13,-2.0133452,-0.9557972,1,2.22870
2004,7,14,-1.8106977,-1.0975524,1,2.11737
2004,7,15,-1.6609071,-1.1660874,1,2.02938
2004,9,20,-0.73707575,-1.8663366,2,2.00661
2004,9,21,-0.62790126,-1.9054906,2,2.00628
2004,10,21,-2.025588,-0.16881624,1,2.03261
2004,10,22,-1.8849624,-0.67697263,1,2.00284
2005,1,4,2.0227084,-0.5945217,4,2.10827
2005,2,4,0.42637801,1.9770851,6,2.02254
2005,2,7,-0.27863255,2.0466661,7,2.06555
2005,2,12,-1.161674,1.7013887,7,2.06015
2005,2,13,-1.1606424,1.6589757,7,2.02467
2005,3,23,0.75225109,-1.964173,3,2.10330
2005,3,24,0.8575418,-1.823221,3,2.01482
2005,3,25,0.83967793,-2.0525377,3,2.21765
2005,3,26,0.99438632,-2.1659963,3,2.38335
2005,3,27,0.99307889,-2.5513647,3,2.73782
2005,3,28,1.1907216,-2.6569898,3,2.91160
2005,3,29,1.3855267,-2.658814,3,2.99816
2005,3,30,1.8026148,-2.7964199,3,3.32707
2005,3,31,2.0360222,-2.7756274,3,3.44231
2005,4,1,2.2035723,-2.8942745,3,3.63766
2005,4,2,2.4737923,-2.577517,3,3.57257
2005,4,3,2.7293682,-2.4178746,4,3.64631
2005,4,4,2.8970847,-2.328805,4,3.71705
2005,4,5,2.7527673,-1.840853,4,3.31157
2005,4,6,3.0245414,-1.4026383,4,3.33395
2005,4,7,3.2422955,-0.97904116,4,3.38689
2005,4,8,3.0458689,-0.52057016,4,3.09003
2005,4,9,2.9288349,0.14155188,5,2.93225
2005,4,10,2.6450143,0.39472625,5,2.67431
2005,4,11,2.3716767,0.94422472,5,2.55273
2005,4,12,2.0631809,1.3936601,5,2.48978
2005,4,13,1.7903258,1.7755228,5,2.52146
2005,4,14,1.3029536,1.9924685,6,2.38068
2005,4,15,0.70954239,2.3110926,6,2.41756
2005,4,16,0.12238198,2.227231,6,2.23059
2005,4,17,-0.53781575,2.0596602,7,2.12872
2005,4,18,-1.3431622,1.7789075,7,2.22903
2005,4,19,-1.9021809,1.5805513,8,2.47314
2005,4,20,-2.3193293,1.4425985,8,2.73137
2005,4,21,-2.3403504,1.2501824,8,2.65334
2005,4,22,-2.34008,0.98952079,8,2.54069
2005,4,23,-2.3521543,1.0352014,8,2.56988
2005,4,24,-2.4180346,0.82871979,8,2.55610
2005,4,25,-2.1866944,0.33929569,8,2.21286
2005,4,26,-2.1191311,-0.12501729,1,2.12282
2005,4,27,-2.1264472,-0.33960122,1,2.15339
2005,5,1,-0.92963928,-1.788087,2,2.01531
2005,5,2,-0.72409582,-2.1165631,2,2.23700
2005,5,3,-0.0247081481,-2.607069,2,2.60719
2005,5,4,0.71968085,-2.5720813,3,2.67087
2005,5,5,1.5265582,-2.348887,3,2.80137
2005,5,6,2.0061173,-2.0153739,3,2.84363
2005,5,7,2.3615355,-1.8820244,4,3.01975
2005,5,8,2.5365396,-1.2648537,4,2.83441
2005,5,9,2.5637341,-0.43682119,4,2.60068
2005,5,10,2.3247912,0.40425092,5,2.35968
2005,5,11,1.8592101,1.1193089,5,2.17014
2005,5,12,1.2182801,1.5876578,6,2.00122
2005,5,16,-0.99960244,2.0819333,7,2.30947
2005,5,17,-1.2618271,2.0018306,7,2.36633
2005,5,18,-1.3976736,1.9384079,7,2.38975
2005,5,19,-1.5419708,1.5315338,8,2.17331
2005,5,20,-1.6634631,1.1547271,8,2.02497
2005,9,4,1.6319788,-1.1982404,4,2.02463
2005,9,5,2.0096617,-1.2013553,4,2.34137
2005,9,6,2.09308,-0.93708223,4,2.29327
2005,9,7,2.5380394,-0.53334439,4,2.59347
2005,9,8,2.5715768,-0.22722887,4,2.58160
2005,9,9,2.6826651,0.27016872,5,2.69623
2005,9,10,2.5115519,0.80212778,5,2.63653
2005,9,11,2.4300282,0.58328408,5,2.49905
2005,9,12,2.1708891,0.27844232,5,2.18867
2005,9,13,2.0043361,0.12171998,5,2.00803
2005,9,14,2.0139711,0.0472823009,5,2.01453
2006,1,19,2.1497645,0.84436792,5,2.30964
2006,1,20,2.1207659,1.1927813,5,2.43318
2006,1,21,2.2040317,1.4422688,5,2.63399
2006,1,22,2.1200426,1.6184326,5,2.66719
2006,1,23,1.8685627,1.6962572,5,2.52365
2006,1,24,1.4454755,1.8174186,6,2.32216
2006,1,25,0.89913523,2.0818574,6,2.26772
2006,1,26,0.41639248,2.3165605,6,2.35369
2006,1,27,0.4804498,2.5357685,6,2.58088
2006,1,28,0.51066834,2.609303,6,2.65881
2006,1,29,0.23211887,2.5123191,6,2.52302
2006,1,30,-0.18335845,2.3080714,7,2.31534
2006,1,31,-0.57972103,2.2485793,7,2.32211
2006,2,1,-0.79419613,1.9865232,7,2.13940
2006,2,2,-1.2128814,2.007369,7,2.34534
2006,2,3,-1.5955216,1.6971762,7,2.32940
2006,2,4,-1.8101765,1.6561831,8,2.45350
2006,2,5,-1.7949221,1.5905559,8,2.39825
2006,2,6,-1.6142589,1.6133587,8,2.28227
2006,2,7,-1.6551538,1.3829302,8,2.15686
2006,2,8,-1.7379636,1.0716076,8,2.04178
2006,2,25,0.62819064,-2.038254,3,2.13286
2006,2,26,1.0969979,-1.7784604,3,2.08958
2006,6,5,-1.8834625,-0.99874616,1,2.13188
2006,6,6,-1.9671274,-0.90630257,1,2.16587
2006,9,26,2.0017829,-0.28602433,4,2.02211
2006,9,27,2.1231444,-0.21908911,4,2.13442
2006,9,28,2.032337,-0.0679372475,4,2.03347
2006,9,29,2.1858323,0.032698974,5,2.18608
2006,9,30,2.4329624,0.39713094,5,2.46516
2006,10,1,2.7285249,1.088333,5,2.93757
2006,10,2,2.5818062,1.5328145,5,3.00254
2006,10,3,2.2941394,1.8448888,5,2.94392
2006,10,4,2.1350985,1.8905704,5,2.85182
2006,10,5,1.7461149,1.9122202,6,2.58950
2006,10,6,1.3473796,1.7174327,6,2.18289
2006,10,10,-1.0865116,1.7569284,7,2.06575
2006,10,11,-1.5399026,1.5117549,8,2.15794
2006,10,12,-1.8930439,1.2521987,8,2.26972
2006,10,13,-1.9910202,0.97348195,8,2.21626
2006,10,14,-1.8747504,0.85738677,8,2.06150
2006,10,15,-2.1619034,0.7664001,8,2.29373
2006,10,16,-2.3453667,0.57761574,8,2.41545
2006,10,17,-2.4639516,0.0169809051,8,2.46401
2006,10,18,-2.3510246,-0.27365682,1,2.36690
2006,11,19,-1.2009987,-1.6151603,2,2.01274
2006,11,20,-0.95332438,-1.8015302,2,2.03822
2006,12,19,0.0889886245,-2.2578073,3,2.25956
2006,12,20,0.0673983023,-2.3861942,3,2.38715
2006,12,21,0.28081378,-2.4176514,3,2.43391
2006,12,22,0.31792507,-2.2590537,3,2.28132
2006,12,23,0.56716138,-2.1358805,3,2.20990
2006,12,24,0.45046419,-2.169714,3,2.21598
2006,12,25,0.26811576,-2.2387176,3,2.25472
2006,12,26,0.58697093,-2.4685528,3,2.53738
2006,12,27,1.2007875,-2.5995622,3,2.86350
2006,12,28,1.6185887,-2.184386,3,2.71871
2006,12,29,1.7089012,-1.9327575,3,2.57990
2006,12,30,1.7987214,-1.4934508,4,2.33790
2006,12,31,2.2100806,-0.70366627,4,2.31940
2007,1,1,2.4167731,-0.44351551,4,2.45713
2007,1,2,2.5721457,0.18605818,5,2.57887
2007,1,3,2.6088288,0.48484087,5,2.65350
2007,1,4,2.3621423,0.85387194,5,2.51174
2007,1,5,1.9273927,0.79344732,5,2.08432
2007,1,6,1.747458,1.2329348,5,2.13863
2007,3,1,2.187309,0.56525409,5,2.25917
2007,3,2,2.3822131,0.83340609,5,2.52379
2007,3,3,2.1187952,1.1874652,5,2.42886
